Risk_Categories,femaDeclarationString,disasterNumber,state,declarationType,declarationDate,declarationYear,fyDeclared,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,disasterCloseoutDate,tribalRequest,fipsStateCode,fipsCountyCode,placeCode,designatedArea,declarationRequestNumber,lastIAFilingDate,incidentId,region,designatedIncidentTypes,lastRefresh,disaster_count
High Risk,FM-5449-ID,5449,ID,FM,8/19/2022,2022,2022,Fire,FOUR CORNERS FIRE,0,0,1,1,8/18/2022 12:00:00 AM,8/18/2022 12:00:00 AM,,0,16,3,99003,Adams (County),22072,,2022081901,10,,8/27/2024 6:22:15 PM,194
Low Risk,FM-5449-ID,5449,ID,FM,8/19/2022,2022,2022,Fire,FOUR CORNERS FIRE,0,0,1,1,8/18/2022 12:00:00 AM,8/18/2022 12:00:00 AM,,0,16,45,99045,Gem (County),22072,,2022081901,10,,8/27/2024 6:22:15 PM,7
Low Risk,FM-5449-ID,5449,ID,FM,8/19/2022,2022,2022,Fire,FOUR CORNERS FIRE,0,0,1,1,8/18/2022 12:00:00 AM,8/18/2022 12:00:00 AM,,0,16,85,99085,Valley (County),22072,,2022081901,10,,8/27/2024 6:22:15 PM,42
Low Risk,FM-5448-NV,5448,NV,FM,8/14/2022,2022,2022,Fire,JOY LAKE FIRE,0,0,1,1,8/14/2022 12:00:00 AM,8/15/2022 12:00:00 AM,,0,32,31,99031,Washoe (County),22070,,2022081501,9,,8/27/2024 6:22:15 PM,46
High Risk,FM-5447-WA,5447,WA,FM,8/4/2022,2022,2022,Fire,LIND FIRE,0,0,1,1,8/4/2022 12:00:00 AM,8/5/2022 12:00:00 AM,,0,53,1,99001,Adams (County),22068,,2022080501,10,,8/27/2024 6:22:15 PM,194
Low Risk,FM-5446-OR,5446,OR,FM,8/3/2022,2022,2022,Fire,MILLER ROAD FIRE,0,0,1,1,8/2/2022 12:00:00 AM,8/7/2022 12:00:00 AM,,0,41,65,99065,Wasco (County),22066,,2022080301,10,,8/27/2024 6:22:15 PM,23
Low Risk,FM-5445-CA,5445,CA,FM,7/23/2022,2022,2022,Fire,OAK FIRE,0,0,1,1,7/22/2022 12:00:00 AM,8/3/2022 12:00:00 AM,,0,6,43,99043,Mariposa (County),22064,,2022072301,9,,8/27/2024 6:22:15 PM,24
Low Risk,FM-5444-TX,5444,TX,FM,7/19/2022,2022,2022,Fire,CHALK MOUNTAIN FIRE,0,0,1,1,7/18/2022 12:00:00 AM,8/6/2022 12:00:00 AM,,0,48,221,99221,Hood (County),22060,,2022072001,6,,8/27/2024 6:22:15 PM,22
Low Risk,FM-5444-TX,5444,TX,FM,7/19/2022,2022,2022,Fire,CHALK MOUNTAIN FIRE,0,0,1,1,7/18/2022 12:00:00 AM,8/6/2022 12:00:00 AM,,0,48,425,99425,Somervell (County),22060,,2022072001,6,,8/27/2024 6:22:15 PM,21
Low Risk,FM-5443-TX,5443,TX,FM,7/7/2022,2022,2022,Fire,HARD CASTLE FIRE,0,0,1,1,7/7/2022 12:00:00 AM,7/16/2022 12:00:00 AM,,0,48,35,99035,Bosque (County),22054,,2022070801,6,,8/27/2024 6:22:15 PM,24
Low Risk,FM-5442-AK,5442,AK,FM,6/26/2022,2022,2022,Fire,CLEAR FIRE,0,0,1,1,6/21/2022 12:00:00 AM,8/12/2022 12:00:00 AM,,0,2,68,99068,Denali (Borough),22052,,2022062601,10,,8/27/2024 6:22:15 PM,9
Low Risk,FM-5442-AK,5442,AK,FM,6/26/2022,2022,2022,Fire,CLEAR FIRE,0,0,1,1,6/21/2022 12:00:00 AM,8/12/2022 12:00:00 AM,,0,2,290,99290,Yukon-Koyukuk (Census Area),22052,,2022062601,10,,8/27/2024 6:22:15 PM,11
Low Risk,FM-5441-AZ,5441,AZ,FM,6/12/2022,2022,2022,Fire,PIPELINE FIRE,0,0,1,1,6/12/2022 12:00:00 AM,6/24/2022 12:00:00 AM,,0,4,5,99005,Coconino (County),22047,,2022061301,9,,8/27/2024 6:22:15 PM,24
Moderate Risk,FM-5440-TX,5440,TX,FM,5/18/2022,2022,2022,Fire,MESQUITE HEAT FIRE,0,0,1,1,5/18/2022 12:00:00 AM,5/29/2022 12:00:00 AM,,0,48,441,99441,Taylor (County),22043,,2022051901,6,,8/27/2024 6:22:15 PM,137
High Risk,FM-5439-CA,5439,CA,FM,5/12/2022,2022,2022,Fire,COASTAL FIRE,0,0,1,1,5/11/2022 12:00:00 AM,5/16/2022 12:00:00 AM,,0,6,59,99059,Orange (County),22042,,2022051201,9,,8/27/2024 6:22:15 PM,242
Low Risk,FM-5438-NM,5438,NM,FM,4/30/2022,2022,2022,Fire,CALF CANYON FIRE,0,0,1,1,4/20/2022 12:00:00 AM,7/23/2022 12:00:00 AM,6/25/2024 12:00:00 AM,0,35,47,99047,San Miguel (County),22038,,2022050101,6,,8/27/2024 6:22:15 PM,30
Low Risk,FM-5437-NM,5437,NM,FM,4/28/2022,2022,2022,Fire,COOK'S PEAK FIRE,0,0,1,1,4/28/2022 12:00:00 AM,7/23/2022 12:00:00 AM,6/25/2024 12:00:00 AM,0,35,7,99007,Colfax (County),22036,,2022042901,6,,8/27/2024 6:22:15 PM,37
Low Risk,FM-5436-NE,5436,NE,FM,4/23/2022,2022,2022,Fire,ROAD 702 FIRE,0,0,1,1,4/22/2022 12:00:00 AM,4/30/2022 12:00:00 AM,,0,31,63,99063,Frontier (County),22034,,2022042301,7,,8/27/2024 6:22:15 PM,16
Low Risk,FM-5436-NE,5436,NE,FM,4/23/2022,2022,2022,Fire,ROAD 702 FIRE,0,0,1,1,4/22/2022 12:00:00 AM,4/30/2022 12:00:00 AM,,0,31,65,99065,Furnas (County),22034,,2022042301,7,,8/27/2024 6:22:15 PM,16
Low Risk,FM-5436-NE,5436,NE,FM,4/23/2022,2022,2022,Fire,ROAD 702 FIRE,0,0,1,1,4/22/2022 12:00:00 AM,4/30/2022 12:00:00 AM,,0,31,145,99145,Red Willow (County),22034,,2022042301,7,,8/27/2024 6:22:15 PM,14
Low Risk,FM-5435-AZ,5435,AZ,FM,4/19/2022,2022,2022,Fire,CROOKS FIRE,0,0,1,1,4/18/2022 12:00:00 AM,5/2/2022 12:00:00 AM,,0,4,25,99025,Yavapai (County),22032,,2022042001,9,,8/27/2024 6:22:15 PM,26
Low Risk,FM-5434-AZ,5434,AZ,FM,4/19/2022,2022,2022,Fire,TUNNEL 2 FIRE,0,0,1,1,4/19/2022 12:00:00 AM,4/28/2022 12:00:00 AM,,0,4,5,99005,Coconino (County),22033,,2022041901,9,,8/27/2024 6:22:15 PM,24
Severe Risk,FM-5433-NM,5433,NM,FM,4/12/2022,2022,2022,Fire,NOGAL CANYON FIRE,0,0,1,1,4/12/2022 12:00:00 AM,7/23/2022 12:00:00 AM,6/25/2024 12:00:00 AM,0,35,27,99027,Lincoln (County),22030,,2022041303,6,,8/27/2024 6:22:15 PM,444
Severe Risk,FM-5432-NM,5432,NM,FM,4/12/2022,2022,2022,Fire,MCBRIDE FIRE,0,0,1,1,4/12/2022 12:00:00 AM,7/23/2022 12:00:00 AM,6/25/2024 12:00:00 AM,0,35,27,99027,Lincoln (County),22029,,2022041302,6,,8/27/2024 6:22:15 PM,444
Low Risk,FM-5431-NM,5431,NM,FM,4/12/2022,2022,2022,Fire,HERMIT'S PEAK FIRE,0,0,1,1,4/12/2022 12:00:00 AM,7/23/2022 12:00:00 AM,6/20/2024 12:00:00 AM,0,35,47,99047,San Miguel (County),22028,,2022041301,6,,8/27/2024 6:22:15 PM,30
Low Risk,FM-5430-NM,5430,NM,FM,4/11/2022,2022,2022,Fire,BIG HOLE FIRE,0,0,1,1,4/11/2022 12:00:00 AM,7/23/2022 12:00:00 AM,,0,35,61,99061,Valencia (County),22027,,2022041201,6,,8/27/2024 6:22:15 PM,11
Low Risk,FM-5429-TX,5429,TX,FM,3/20/2022,2022,2022,Fire,BIG L FIRE,0,0,1,1,3/20/2022 12:00:00 AM,3/30/2022 12:00:00 AM,,0,48,221,99221,Hood (County),22024,,2022032101,6,,8/27/2024 6:22:15 PM,22
Low Risk,FM-5428-TX,5428,TX,FM,3/18/2022,2022,2022,Fire,WHEAT FIELD FIRE,0,0,1,1,3/17/2022 12:00:00 AM,3/30/2022 12:00:00 AM,,0,48,133,99133,Eastland (County),22023,,2022031802,6,,8/27/2024 6:22:15 PM,27
Low Risk,FM-5427-TX,5427,TX,FM,3/17/2022,2022,2022,Fire,KIDD FIRE,0,0,1,1,3/17/2022 12:00:00 AM,3/30/2022 12:00:00 AM,,0,48,133,99133,Eastland (County),22022,,2022031801,6,,8/27/2024 6:22:15 PM,27
Moderate Risk,FM-5426-FL,5426,FL,FM,3/6/2022,2022,2022,Fire,CHIPOLA FIRE COMPLEX,0,0,1,1,3/4/2022 12:00:00 AM,4/1/2022 12:00:00 AM,,0,12,5,99005,Bay (County),22016,,2022030701,4,,8/27/2024 6:22:15 PM,63
High Risk,FM-5426-FL,5426,FL,FM,3/6/2022,2022,2022,Fire,CHIPOLA FIRE COMPLEX,0,0,1,1,3/4/2022 12:00:00 AM,4/1/2022 12:00:00 AM,,0,12,13,99013,Calhoun (County),22016,,2022030701,4,,8/27/2024 6:22:15 PM,251
Low Risk,FM-5425-KS,5425,KS,FM,3/5/2022,2022,2022,Fire,COTTONWOOD FIRE COMPLEX,0,0,1,1,3/5/2022 12:00:00 AM,3/16/2022 12:00:00 AM,,0,20,79,99079,Harvey (County),22015,,2022030601,7,,8/27/2024 6:22:15 PM,25
Low Risk,FM-5425-KS,5425,KS,FM,3/5/2022,2022,2022,Fire,COTTONWOOD FIRE COMPLEX,0,0,1,1,3/5/2022 12:00:00 AM,3/16/2022 12:00:00 AM,,0,20,155,99155,Reno (County),22015,,2022030601,7,,8/27/2024 6:22:15 PM,23
Moderate Risk,FM-5424-FL,5424,FL,FM,3/4/2022,2022,2022,Fire,1707 ADKINS AVE FIRE,0,0,1,1,3/4/2022 12:00:00 AM,4/1/2022 12:00:00 AM,12/15/2022 12:00:00 AM,0,12,5,99005,Bay (County),22014,,2022030501,4,,8/27/2024 6:22:15 PM,63
Low Risk,FM-5423-CO,5423,CO,FM,12/30/2021,2021,2022,Fire,MARSHALL FIRE,0,0,1,1,12/30/2021 12:00:00 AM,1/7/2022 12:00:00 AM,,0,8,13,99013,Boulder (County),21132,,2021123101,8,,8/27/2024 6:22:15 PM,19
Low Risk,FM-5422-TX,5422,TX,FM,12/15/2021,2021,2022,Fire,NORTH 207 FIRE,0,0,1,1,12/15/2021 12:00:00 AM,12/19/2021 12:00:00 AM,,0,48,65,99065,Carson (County),21127,,2021121602,6,,8/27/2024 6:22:15 PM,15
Low Risk,FM-5421-OK,5421,OK,FM,12/15/2021,2021,2022,Fire,COBB FIRE,0,0,1,1,12/15/2021 12:00:00 AM,12/22/2021 12:00:00 AM,,0,40,139,99139,Texas (County),21126,,2021121601,6,,8/27/2024 6:22:15 PM,46
Low Risk,FM-5420-TX,5420,TX,FM,12/10/2021,2021,2022,Fire,COUNTY LINE FIRE,0,0,1,1,12/10/2021 12:00:00 AM,12/12/2021 12:00:00 AM,,0,48,485,99485,Wichita (County),21124,,2021121301,6,,8/27/2024 6:22:15 PM,32
Low Risk,FM-5419-CA,5419,CA,FM,10/13/2021,2021,2022,Fire,ALISAL FIRE,0,0,1,1,10/12/2021 12:00:00 AM,11/17/2021 12:00:00 AM,,0,6,83,99083,Santa Barbara (County),21115,,2021101301,9,,8/27/2024 6:22:15 PM,43
Low Risk,FM-5418-SD,5418,SD,FM,10/4/2021,2021,2022,Fire,AUBURN FIRE,0,0,1,1,10/4/2021 12:00:00 AM,10/10/2021 12:00:00 AM,,0,46,103,99103,Pennington (County),21113,,2021100401,8,,8/27/2024 6:22:15 PM,40
Low Risk,FM-5417-CA,5417,CA,FM,9/23/2021,2021,2021,Fire,FAWN FIRE,0,0,1,1,9/23/2021 12:00:00 AM,9/28/2021 12:00:00 AM,,0,6,89,99089,Shasta (County),21107,,2021092401,9,,8/27/2024 6:22:15 PM,41
Low Risk,FM-5416-CA,5416,CA,FM,8/25/2021,2021,2021,Fire,FRENCH FIRE,0,0,1,1,8/24/2021 12:00:00 AM,9/6/2021 12:00:00 AM,,0,6,29,99029,Kern (County),21088,,2021082501,9,,8/27/2024 6:22:15 PM,40
Low Risk,FM-5415-WA,5415,WA,FM,8/19/2021,2021,2021,Fire,SCHNEIDER SPRINGS FIRE,0,0,1,1,8/19/2021 12:00:00 AM,9/27/2021 12:00:00 AM,,0,53,77,99077,Yakima (County),21080,,2021082001,10,,8/27/2024 6:22:15 PM,34
Low Risk,FM-5414-WA,5414,WA,FM,8/18/2021,2021,2021,Fire,TWENTYFIVE MILE FIRE,0,0,1,1,8/17/2021 12:00:00 AM,9/13/2021 12:00:00 AM,,0,53,7,99007,Chelan (County),21075,,2021081802,10,,8/27/2024 6:22:15 PM,49
Low Risk,FM-5413-CA,5413,CA,FM,8/17/2021,2021,2021,Fire,CALDOR FIRE,0,0,1,1,8/14/2021 12:00:00 AM,,,0,6,17,99017,El Dorado (County),21073,,2021081801,9,,8/27/2024 6:22:15 PM,27
Moderate Risk,FM-5412-CA,5412,CA,FM,8/17/2021,2021,2021,Fire,MONUMENT FIRE,0,0,1,1,8/17/2021 12:00:00 AM,,,0,6,105,99105,Trinity (County),21072,,2021081702,9,,8/27/2024 6:22:15 PM,60
Moderate Risk,FM-5411-WA,5411,WA,FM,8/16/2021,2021,2021,Fire,FORD CORKSCREW FIRE,0,0,1,1,8/16/2021 12:00:00 AM,8/29/2021 12:00:00 AM,,0,53,65,99065,Stevens (County),21071,,2021081701,10,,8/27/2024 6:22:15 PM,51
Low Risk,FM-5410-WA,5410,WA,FM,8/16/2021,2021,2021,Fire,MUCKAMUCK FIRE,0,0,1,1,8/15/2021 12:00:00 AM,9/1/2021 12:00:00 AM,,0,53,47,99047,Okanogan (County),21070,,2021081602,10,,8/27/2024 6:22:15 PM,39
High Risk,FM-5409-OR,5409,OR,FM,8/16/2021,2021,2021,Fire,PATTON MEADOW FIRE,0,0,1,1,8/15/2021 12:00:00 AM,8/31/2021 12:00:00 AM,,0,41,37,99037,Lake (County),21069,,2021081601,10,,8/27/2024 6:22:15 PM,208
Low Risk,FM-5408-UT,5408,UT,FM,8/14/2021,2021,2021,Fire,PARLEYS CANYON FIRE,0,0,1,1,8/14/2021 12:00:00 AM,8/18/2021 12:00:00 AM,,0,49,35,99035,Salt Lake (County),21067,,2021081501,8,,8/27/2024 6:22:15 PM,12
Low Risk,FM-5408-UT,5408,UT,FM,8/14/2021,2021,2021,Fire,PARLEYS CANYON FIRE,0,0,1,1,8/14/2021 12:00:00 AM,8/18/2021 12:00:00 AM,,0,49,43,99043,Summit (County),21067,,2021081501,8,,8/27/2024 6:22:15 PM,29
Low Risk,FM-5407-ID,5407,ID,FM,8/13/2021,2021,2021,Fire,BEDROCK FIRE,0,0,1,1,8/12/2021 12:00:00 AM,8/17/2021 12:00:00 AM,,0,16,0,57340,Nez Perce Indian Reservation,21065,,2021081301,10,,8/27/2024 6:22:15 PM,6
Low Risk,FM-5407-ID,5407,ID,FM,8/13/2021,2021,2021,Fire,BEDROCK FIRE,0,0,1,1,8/12/2021 12:00:00 AM,8/17/2021 12:00:00 AM,,0,16,69,99069,Nez Perce (County),21065,,2021081301,10,,8/27/2024 6:22:15 PM,13
Low Risk,FM-5406-MT,5406,MT,FM,8/10/2021,2021,2021,Fire,RICHARD SPRING FIRE,0,0,1,1,8/10/2021 12:00:00 AM,8/13/2021 12:00:00 AM,,0,30,87,99087,Rosebud (County),21064,,2021081002,8,,8/27/2024 6:22:15 PM,14
Low Risk,FM-5405-CA,5405,CA,FM,8/5/2021,2021,2021,Fire,RIVER FIRE,0,0,1,1,8/4/2021 12:00:00 AM,,,0,6,61,99061,Placer (County),21063,,2021080501,9,,8/27/2024 6:22:15 PM,26
Low Risk,FM-5404-HI,5404,HI,FM,8/1/2021,2021,2021,Fire,MANA ROAD FIRE,0,0,1,1,8/1/2021 12:00:00 AM,8/3/2021 12:00:00 AM,,0,15,1,99001,Hawaii (County),21061,,2021080101,9,,8/27/2024 6:22:15 PM,29
Low Risk,FM-5403-MT,5403,MT,FM,7/28/2021,2021,2021,Fire,PF FIRE,0,0,1,1,7/28/2021 12:00:00 AM,7/31/2021 12:00:00 AM,,0,30,0,18325,Crow Indian Reservation,21060,,2021072901,8,,8/27/2024 6:22:15 PM,7
Low Risk,FM-5403-MT,5403,MT,FM,7/28/2021,2021,2021,Fire,PF FIRE,0,0,1,1,7/28/2021 12:00:00 AM,7/31/2021 12:00:00 AM,,0,30,3,99003,Big Horn (County),21060,,2021072901,8,,8/27/2024 6:22:15 PM,12
High Risk,FM-5402-NV,5402,NV,FM,7/22/2021,2021,2021,Fire,TAMARACK FIRE,0,0,1,1,7/22/2021 12:00:00 AM,7/29/2021 12:00:00 AM,,0,32,5,99005,Douglas (County),21059,,2021072301,9,,8/27/2024 6:22:15 PM,225
Low Risk,FM-5401-WA,5401,WA,FM,7/20/2021,2021,2021,Fire,CEDAR CREEK FIRE,0,0,1,1,7/19/2021 12:00:00 AM,8/22/2021 12:00:00 AM,,0,53,47,99047,Okanogan (County),21058,,2021072002,10,,8/27/2024 6:22:15 PM,39
Low Risk,FM-5400-CA,5400,CA,FM,7/20/2021,2021,2021,Fire,DIXIE FIRE,0,0,1,1,7/20/2021 12:00:00 AM,,,0,6,35,99035,Lassen (County),21056,,2021072001,9,,8/27/2024 6:22:15 PM,19
Low Risk,FM-5400-CA,5400,CA,FM,7/20/2021,2021,2021,Fire,DIXIE FIRE,0,0,1,1,7/20/2021 12:00:00 AM,,,0,6,63,99063,Plumas (County),21056,,2021072001,9,,8/27/2024 6:22:15 PM,23
Low Risk,FM-5399-MT,5399,MT,FM,7/17/2021,2021,2021,Fire,BUFFALO WILDFIRE,0,0,1,1,7/16/2021 12:00:00 AM,7/16/2021 12:00:00 AM,,0,30,111,99111,Yellowstone (County),21055,,2021071701,8,,8/27/2024 6:22:15 PM,14
Low Risk,FM-5398-WA,5398,WA,FM,7/14/2021,2021,2021,Fire,RED APPLE FIRE,0,0,1,1,7/13/2021 12:00:00 AM,7/20/2021 12:00:00 AM,,0,53,7,99007,Chelan (County),21054,,2021071402,10,,8/27/2024 6:22:15 PM,49
Low Risk,FM-5397-WA,5397,WA,FM,7/13/2021,2021,2021,Fire,CHUWEAH CREEK FIRE,0,0,1,1,7/12/2021 12:00:00 AM,7/26/2021 12:00:00 AM,,0,53,0,14240,Colville Indian Reservation,21052,,2021071401,10,,8/27/2024 6:22:15 PM,14
Low Risk,FM-5396-OR,5396,OR,FM,7/10/2021,2021,2021,Fire,BOOTLEG FIRE,0,0,1,1,7/10/2021 12:00:00 AM,8/15/2021 12:00:00 AM,,0,41,35,99035,Klamath (County),21053,,2021071101,10,,8/27/2024 6:22:15 PM,17
High Risk,FM-5396-OR,5396,OR,FM,7/10/2021,2021,2021,Fire,BOOTLEG FIRE,0,0,1,1,7/10/2021 12:00:00 AM,8/15/2021 12:00:00 AM,,0,41,37,99037,Lake (County),21053,,2021071101,10,,8/27/2024 6:22:15 PM,208
Low Risk,FM-5395-WA,5395,WA,FM,7/6/2021,2021,2021,Fire,ANDRUS FIRE,0,0,1,1,7/5/2021 12:00:00 AM,7/11/2021 12:00:00 AM,,0,53,63,99063,Spokane (County),21050,,2021070601,10,,8/27/2024 6:22:15 PM,28
Low Risk,FM-5394-OR,5394,OR,FM,6/30/2021,2021,2021,Fire,0419 FIRE,0,0,1,1,6/29/2021 12:00:00 AM,6/30/2021 12:00:00 AM,,0,41,17,99017,Deschutes (County),21048,,2021063001,10,,8/27/2024 6:22:15 PM,18
Low Risk,FM-5393-CA,5393,CA,FM,6/29/2021,2021,2021,Fire,LAVA FIRE,0,0,1,1,6/24/2021 12:00:00 AM,7/6/2021 12:00:00 AM,,0,6,93,99093,Siskiyou (County),21047,,2021062901,9,,8/27/2024 6:22:15 PM,23
Low Risk,FM-5392-MT,5392,MT,FM,6/16/2021,2021,2021,Fire,ROBERTSON DRAW FIRE,0,0,1,1,6/15/2021 12:00:00 AM,6/20/2021 12:00:00 AM,,0,30,9,99009,Carbon (County),21045,,2021061601,8,,8/27/2024 6:22:15 PM,40
Low Risk,FM-5391-UT,5391,UT,FM,6/10/2021,2021,2021,Fire,PACK CREEK FIRE,0,0,1,1,6/10/2021 12:00:00 AM,6/26/2021 12:00:00 AM,,0,49,37,99037,San Juan (County),21044,,2021061101,8,,8/27/2024 6:22:15 PM,34
High Risk,FM-5390-NV,5390,NV,FM,6/9/2021,2021,2021,Fire,JACKS VALLEY FIRE,0,0,1,1,6/9/2021 12:00:00 AM,6/10/2021 12:00:00 AM,,0,32,5,99005,Douglas (County),21043,,2021061001,9,,8/27/2024 6:22:15 PM,225
Low Risk,FM-5389-AZ,5389,AZ,FM,6/6/2021,2021,2021,Fire,TELEGRAPH FIRE,0,0,1,1,6/6/2021 12:00:00 AM,6/24/2021 12:00:00 AM,9/29/2023 12:00:00 AM,0,4,7,99007,Gila (County),21041,,2021060602,9,,8/27/2024 6:22:15 PM,23
Low Risk,FM-5389-AZ,5389,AZ,FM,6/6/2021,2021,2021,Fire,TELEGRAPH FIRE,0,0,1,1,6/6/2021 12:00:00 AM,6/24/2021 12:00:00 AM,9/29/2023 12:00:00 AM,0,4,21,99021,Pinal (County),21041,,2021060602,9,,8/27/2024 6:22:15 PM,22
Moderate Risk,FM-5388-UT,5388,UT,FM,6/5/2021,2021,2021,Fire,MAMMOTH FIRE,0,0,1,1,6/5/2021 12:00:00 AM,6/13/2021 12:00:00 AM,,0,49,17,99017,Garfield (County),21042,,2021060601,8,,8/27/2024 6:22:15 PM,84
Low Risk,FM-5387-AZ,5387,AZ,FM,5/27/2021,2021,2021,Fire,SPUR FIRE,0,0,1,1,5/27/2021 12:00:00 AM,5/29/2021 12:00:00 AM,,0,4,25,99025,Yavapai (County),21040,,2021052801,9,,8/27/2024 6:22:15 PM,26
Severe Risk,FM-5386-NM,5386,NM,FM,4/27/2021,2021,2021,Fire,THREE RIVERS FIRE,0,0,1,1,4/26/2021 12:00:00 AM,,,0,35,27,99027,Lincoln (County),21035,,2021042701,6,,8/27/2024 6:22:15 PM,444
Low Risk,FM-5385-AZ,5385,AZ,FM,4/8/2021,2021,2021,Fire,MARGO FIRE,0,0,1,1,4/8/2021 12:00:00 AM,4/10/2021 12:00:00 AM,,0,4,21,99021,Pinal (County),21028,,2021040901,9,,8/27/2024 6:22:15 PM,22
Low Risk,FM-5384-SD,5384,SD,FM,3/29/2021,2021,2021,Fire,SCHROEDER FIRE,0,0,1,1,3/29/2021 12:00:00 AM,4/4/2021 12:00:00 AM,,0,46,103,99103,Pennington (County),21022,,2021032901,8,,8/27/2024 6:22:15 PM,40
High Risk,FM-5383-CA,5383,CA,FM,12/3/2020,2020,2021,Fire,BOND FIRE,0,0,1,1,12/3/2020 12:00:00 AM,,,0,6,59,99059,Orange (County),20326,,2020120301,9,,8/27/2024 6:22:15 PM,242
Low Risk,FM-5382-NV,5382,NV,FM,11/17/2020,2020,2021,Fire,PINEHAVEN FIRE,0,0,1,1,11/17/2020 12:00:00 AM,11/18/2020 12:00:00 AM,,0,32,31,99031,Washoe (County),20323,,2020111801,9,,8/27/2024 6:22:15 PM,46
High Risk,FM-5381-CA,5381,CA,FM,10/26/2020,2020,2021,Fire,BLUE RIDGE FIRE,0,0,1,1,10/26/2020 12:00:00 AM,,,0,6,59,99059,Orange (County),20317,,2020102701,9,,8/27/2024 6:22:15 PM,242
Moderate Risk,FM-5381-CA,5381,CA,FM,10/26/2020,2020,2021,Fire,BLUE RIDGE FIRE,0,0,1,1,10/26/2020 12:00:00 AM,,,0,6,65,99065,Riverside (County),20317,,2020102701,9,,8/27/2024 6:22:15 PM,65
Moderate Risk,FM-5381-CA,5381,CA,FM,10/26/2020,2020,2021,Fire,BLUE RIDGE FIRE,0,0,1,1,10/26/2020 12:00:00 AM,,,0,6,71,99071,San Bernardino (County),20317,,2020102701,9,,8/27/2024 6:22:15 PM,61
High Risk,FM-5380-CA,5380,CA,FM,10/26/2020,2020,2021,Fire,SILVERADO FIRE,0,0,1,1,10/26/2020 12:00:00 AM,,,0,6,59,99059,Orange (County),20316,,2020102602,9,,8/27/2024 6:22:15 PM,242
Low Risk,FM-5379-CO,5379,CO,FM,10/17/2020,2020,2021,Fire,CALWOOD FIRE,0,0,1,1,10/17/2020 12:00:00 AM,10/24/2020 12:00:00 AM,,0,8,13,99013,Boulder (County),20314,,2020101702,8,,8/27/2024 6:22:15 PM,19
Low Risk,FM-5378-CO,5378,CO,FM,10/17/2020,2020,2021,Fire,EAST TROUBLESOME FIRE,0,0,1,1,10/17/2020 12:00:00 AM,11/5/2020 12:00:00 AM,,0,8,49,99049,Grand (County),20313,,2020101701,8,,8/27/2024 6:22:15 PM,12
Low Risk,FM-5377-CA,5377,CA,FM,9/28/2020,2020,2020,Fire,ZOGG FIRE,0,0,1,1,9/28/2020 12:00:00 AM,,,0,6,89,99089,Shasta (County),20301,,2020092801,9,,8/27/2024 6:22:15 PM,41
Low Risk,FM-5376-CA,5376,CA,FM,9/27/2020,2020,2020,Fire,GLASS FIRE,0,0,1,1,9/27/2020 12:00:00 AM,,,0,6,55,99055,Napa (County),20300,,2020092701,9,,8/27/2024 6:22:15 PM,39
Low Risk,FM-5376-CA,5376,CA,FM,9/27/2020,2020,2020,Fire,GLASS FIRE,0,0,1,1,9/27/2020 12:00:00 AM,,,0,6,97,99097,Sonoma (County),20300,,2020092701,9,,8/27/2024 6:22:15 PM,36
Low Risk,FM-5375-WY,5375,WY,FM,9/26/2020,2020,2020,Fire,MULLEN FIRE,0,0,1,1,9/25/2020 12:00:00 AM,10/19/2020 12:00:00 AM,,0,56,1,99001,Albany (County),20299,,2020092601,8,,8/27/2024 6:22:15 PM,33
Low Risk,FM-5375-WY,5375,WY,FM,9/26/2020,2020,2020,Fire,MULLEN FIRE,0,0,1,1,9/25/2020 12:00:00 AM,10/19/2020 12:00:00 AM,,0,56,7,99007,Carbon (County),20299,,2020092601,8,,8/27/2024 6:22:15 PM,40
Moderate Risk,FM-5374-CA,5374,CA,FM,9/13/2020,2020,2020,Fire,BOBCAT FIRE,0,0,1,1,9/13/2020 12:00:00 AM,,,0,6,37,99037,Los Angeles (County),20289,,2020091402,9,,8/27/2024 6:22:15 PM,87
Low Risk,FM-5373-CA,5373,CA,FM,9/13/2020,2020,2020,Fire,SQF FIRE COMPLEX,0,0,1,1,9/13/2020 12:00:00 AM,,,0,6,107,99107,Tulare (County),20294,,2020091401,9,,8/27/2024 6:22:15 PM,23
High Risk,FM-5372-OR,5372,OR,FM,9/12/2020,2020,2020,Fire,BRATTAIN FIRE,0,0,1,1,9/12/2020 12:00:00 AM,9/29/2020 12:00:00 AM,,0,41,37,99037,Lake (County),20290,,2020091201,10,,8/27/2024 6:22:15 PM,208
Severe Risk,FM-5371-OR,5371,OR,FM,9/10/2020,2020,2020,Fire,CHEHALEM MOUNTAIN BALD PEAK FIRE,0,0,1,1,9/8/2020 12:00:00 AM,9/15/2020 12:00:00 AM,,0,41,67,99067,Washington (County),20286,,2020091103,10,,8/27/2024 6:22:15 PM,572
Low Risk,FM-5371-OR,5371,OR,FM,9/10/2020,2020,2020,Fire,CHEHALEM MOUNTAIN BALD PEAK FIRE,0,0,1,1,9/8/2020 12:00:00 AM,9/15/2020 12:00:00 AM,,0,41,71,99071,Yamhill (County),20286,,2020091103,10,,8/27/2024 6:22:15 PM,18
